,0,1,2,3,4,5
164,False,True,False,False,False,True
165,False,True,True,False,False,True
166,False,True,False,False,False,True
167,False,True,True,True,True,True
168,False,True,False,False,False,False
169,False,True,True,True,True,True
170,False,True,False,False,True,True
171,False,False,False,False,True,True
172,False,True,False,False,True,True
173,False,True,False,False,True,False
174,False,True,True,False,True,True
175,False,False,False,False,False,False
176,False,True,False,False,False,False
177,False,True,False,False,True,True
178,False,True,False,False,True,True
179,False,True,False,False,True,True
180,False,True,False,True,False,True
181,True,False,False,False,False,False
182,True,False,False,False,False,False
183,False,True,False,False,False,True
184,False,True,False,True,True,True
185,False,True,False,False,True,True
186,False,True,True,False,False,True
187,False,True,False,True,False,True
188,True,False,False,False,False,False
189,False,True,False,False,True,True
190,False,True,False,False,False,False
191,False,False,False,False,False,False
192,False,False,False,False,True,False
193,False,False,False,False,False,True
194,False,False,False,False,False,False
195,False,True,True,True,True,True
196,False,True,False,False,False,False
197,False,True,True,True,True,True
198,False,True,False,True,True,True
199,False,True,True,True,True,True
200,False,True,False,True,True,False
201,False,False,False,False,False,False
202,False,True,False,False,True,True
203,False,True,True,False,True,True
204,False,True,False,False,False,True
205,False,True,False,False,True,True
206,False,True,False,False,False,False
207,False,True,False,False,True,True
208,False,True,False,False,False,True
209,False,True,False,False,False,False
210,False,True,False,False,False,True
211,False,True,False,False,True,True
212,False,True,False,False,True,True
213,False,True,False,True,False,True
214,False,True,False,False,False,True
215,False,False,False,False,False,False
216,False,True,True,False,False,False
217,False,True,False,False,False,False
218,False,True,False,False,True,True
219,False,True,True,False,False,True
220,False,True,False,False,False,True
221,True,False,False,False,False,False
222,False,True,True,True,True,True
223,False,True,False,False,False,True
224,False,True,False,True,False,True
225,True,False,False,False,False,False
226,False,True,False,False,False,False
227,False,True,False,False,True,True
228,False,True,False,False,False,False
229,True,False,False,False,False,False
230,False,True,False,False,True,True
231,False,True,False,False,False,False
232,False,True,False,False,True,False
233,False,True,False,False,False,False
234,False,True,False,False,False,True
235,True,False,False,False,False,False
236,True,False,False,False,False,False
237,False,True,False,False,True,True
238,False,True,False,False,False,True
239,False,True,False,False,False,False
240,True,False,False,False,False,False
241,False,True,True,False,False,True
242,False,True,True,False,True,True
243,False,True,False,False,False,False
244,False,True,True,False,False,True
245,True,False,False,False,False,False
246,False,True,False,False,False,False
247,False,True,False,True,True,True
248,False,True,False,False,False,True
249,False,True,False,False,False,True
250,False,True,False,False,False,False
251,False,True,False,True,True,True
252,False,True,False,False,False,False
253,False,True,True,True,False,True
254,False,True,True,False,False,True
255,True,False,False,False,False,False
256,False,True,True,False,False,False
257,False,True,False,False,False,False
258,False,True,False,False,False,False
259,False,True,False,True,False,True
260,False,True,False,False,True,True
261,False,True,False,False,True,True
262,False,True,True,False,False,False
263,False,True,False,False,False,True
264,False,True,False,False,True,True
265,False,False,False,False,False,False
266,False,True,True,False,False,True
267,False,True,False,False,False,False
268,False,True,False,False,True,True
269,False,True,True,False,True,True
270,False,True,False,False,True,True
271,False,True,False,False,True,True
272,False,True,True,False,False,False
273,False,True,False,False,False,True
274,False,True,True,False,True,True
275,False,True,False,False,True,True
276,False,True,False,False,False,True
277,False,True,False,False,False,False
278,False,True,False,True,True,True
279,False,True,False,True,True,True
280,False,True,False,True,False,True
281,False,True,False,False,False,True
282,False,True,False,False,False,False
283,False,True,False,True,True,True
284,False,True,True,False,False,False
285,False,True,True,False,False,False
286,False,True,True,True,False,True
287,False,True,True,True,True,False
288,False,True,False,False,False,False
289,False,True,True,True,True,True
290,False,True,True,False,True,True
291,False,True,False,False,False,False
292,False,True,False,False,False,True
293,False,True,False,True,False,True
294,False,True,False,True,False,True
295,False,True,False,False,False,True
296,False,True,False,True,False,True
297,False,True,False,True,False,True
298,False,True,False,True,False,True
299,False,True,False,True,False,True
300,False,True,False,True,True,True
301,False,True,False,True,False,True
302,False,True,False,False,False,True
303,True,False,False,False,False,False
304,False,True,False,True,True,True
305,False,True,True,False,False,True
306,False,True,False,True,False,True
307,False,False,False,False,False,False
308,False,True,False,True,False,True
309,False,True,False,True,True,True
310,False,True,False,True,False,True
311,True,False,False,False,False,False
312,False,False,False,True,False,True
313,False,True,False,True,False,True
314,False,False,False,False,False,False
315,True,False,False,False,False,False
316,False,True,False,True,False,True
317,False,False,False,True,False,True
318,True,False,False,False,False,False
319,False,True,False,True,False,True
320,True,False,False,False,False,False
321,False,False,False,False,False,False
322,True,False,False,False,False,False
323,False,True,False,True,False,True
324,False,False,False,False,False,False
325,False,True,False,True,False,True
326,True,False,False,False,False,False
327,False,True,False,False,False,True
328,True,False,False,False,False,False
329,False,False,True,False,False,False
330,False,True,False,True,False,True
331,False,True,False,False,False,True
332,True,False,False,False,False,False
333,False,True,False,True,False,True
334,True,False,False,False,False,False
335,False,True,False,False,False,True
336,False,True,False,False,False,True
337,True,False,False,False,False,False
338,False,True,False,True,False,True
339,False,True,False,True,False,False
340,False,True,False,False,False,True
341,True,False,False,False,False,False
342,False,False,False,False,False,False
343,False,True,False,False,False,False
344,True,False,False,False,False,False
345,False,False,False,False,False,True
346,False,True,False,True,False,True
347,False,True,False,True,False,True
348,False,True,False,True,True,True
349,False,False,False,True,False,False
350,False,True,False,True,False,True
351,True,False,False,False,False,False
352,False,True,False,True,False,True
353,False,True,False,True,True,True
354,False,True,False,True,False,True
355,False,False,False,True,False,True
356,False,True,False,False,False,True
357,True,False,False,False,False,False
358,True,False,False,False,False,False
359,False,False,True,False,False,False
360,True,False,False,False,False,False
361,False,True,False,True,False,True
362,False,True,False,True,False,True
363,False,True,False,True,False,True
364,False,True,False,True,False,True
365,False,True,False,True,False,True
366,False,True,False,False,False,True
367,False,True,False,True,False,True
368,True,False,False,False,False,False
369,True,False,False,False,False,False
370,False,True,False,True,False,True
371,False,True,False,True,False,True
372,False,True,False,False,False,True
373,False,False,False,False,True,True
374,False,True,False,True,False,True
375,False,False,False,False,False,False
376,False,True,False,False,False,True
377,False,True,True,True,True,True
378,True,False,False,False,False,False
379,False,True,False,True,False,False
380,False,True,False,True,False,True
381,False,True,False,True,False,True
382,False,True,False,False,False,True
383,False,True,False,True,False,True
384,True,False,False,False,False,False
385,True,False,False,False,False,False
386,False,True,True,True,False,True
387,False,True,False,True,False,True
388,True,False,False,False,False,False
389,True,False,False,False,False,False
390,False,True,False,False,False,True
391,False,True,False,True,False,True
392,False,True,False,False,False,False
393,True,False,False,False,False,False
394,False,True,True,True,True,True
395,False,False,True,False,True,True
396,False,False,False,False,False,True
397,False,True,False,True,True,True
398,False,True,False,False,False,True
399,False,True,False,True,False,True
400,False,True,False,True,False,True
401,False,True,False,True,False,True
402,False,True,False,True,False,True
403,True,False,False,False,False,False
404,False,True,False,True,False,True
405,False,True,False,False,False,True
406,False,True,False,False,False,False
407,False,True,False,True,False,True
408,False,True,False,True,False,True
409,False,True,False,True,False,True
410,True,False,False,False,False,False
411,False,True,False,False,False,True
412,False,True,False,True,False,True
413,False,False,False,True,False,False
414,False,True,False,True,False,False
415,False,True,False,False,False,True
416,False,True,False,True,False,True
417,False,True,False,True,False,True
418,False,True,False,True,False,True
419,False,True,False,False,False,True
420,False,True,True,False,True,False
421,False,True,False,True,False,True
422,False,True,False,True,False,True
423,False,True,False,False,False,False
424,False,True,False,True,False,True
425,False,True,False,True,False,True
426,False,True,True,True,False,True
427,False,False,False,False,False,False
428,False,True,False,False,False,True
429,False,True,False,True,False,True
430,False,True,False,False,False,False
431,False,True,False,True,False,True
432,False,True,False,True,False,True
433,False,True,False,False,False,False
434,True,False,False,False,False,False
435,True,False,False,False,False,False
436,True,False,False,False,False,False
437,False,True,False,True,True,True
438,False,True,False,False,False,False
439,False,True,False,True,True,True
440,True,False,False,False,False,False
441,False,True,False,False,False,False
442,False,True,False,False,False,False
443,False,True,True,False,False,False
444,False,True,False,True,False,False
445,False,True,False,False,False,False
446,False,True,False,False,False,False
447,False,False,False,True,False,False
448,False,True,False,False,False,False
449,False,False,False,False,True,False
450,False,True,False,False,False,False
451,True,False,False,False,False,False
452,False,True,False,False,False,False
453,False,True,False,True,False,False
454,False,True,False,False,False,False
455,True,False,False,False,False,False
456,False,True,False,False,False,False
457,False,True,False,False,False,True
458,False,True,False,False,False,False
459,False,True,False,False,False,False
460,False,True,False,False,False,False
461,False,True,False,False,False,False
462,False,True,False,True,False,False
463,False,True,True,False,False,False
464,True,False,False,False,False,False
465,False,False,False,False,False,False
466,False,True,False,False,False,False
467,False,True,False,False,False,False
468,False,True,False,False,False,False
469,False,True,False,False,False,False
470,False,False,False,True,False,False
471,False,True,False,False,False,True
472,False,True,False,False,False,False
473,False,False,False,False,False,False
474,False,False,True,False,False,False
475,False,True,False,False,False,False
476,False,True,False,True,False,False
477,True,False,False,False,False,False
478,False,True,True,False,False,False
479,False,False,True,False,False,False
480,False,True,False,False,False,False
481,False,False,False,False,False,False
482,False,False,False,True,False,False
483,False,True,False,False,True,True
484,True,False,False,False,False,False
485,False,True,False,False,True,True
486,False,True,False,False,False,False
487,False,True,False,False,False,False
488,False,True,False,False,False,False
489,True,False,False,False,False,False
490,False,True,False,True,False,False
491,False,True,False,False,False,False
492,False,True,False,False,False,False
493,False,True,True,True,False,False
494,False,True,False,False,False,False
495,False,True,False,False,False,False
496,False,True,False,False,False,False
497,False,False,False,False,False,False
498,False,True,False,False,True,False
499,False,True,False,False,False,False
500,False,True,True,False,False,False
501,True,False,False,False,False,False
502,True,False,False,False,False,False
503,False,True,False,False,True,False
504,False,False,False,False,False,False
505,True,False,False,False,False,False
506,False,False,False,False,False,False
507,False,True,False,False,False,False
508,False,True,False,True,True,True
509,False,True,False,False,False,False
510,False,True,False,False,False,False
511,False,True,False,False,False,False
512,False,True,False,False,True,True
513,False,False,False,False,False,False
514,False,True,False,False,False,False
515,False,True,False,False,True,False
516,True,False,False,False,False,False
517,False,True,True,False,False,False
518,False,True,True,False,False,False
519,False,True,False,False,False,False
520,False,True,False,False,False,False
521,False,True,False,False,False,False
522,False,True,False,False,False,False
523,False,True,False,False,False,False
524,False,True,True,False,True,False
525,False,True,False,False,False,False
526,False,True,False,True,False,False
527,False,True,False,False,False,False
528,True,False,False,False,False,False
529,False,True,False,False,False,False
530,False,True,False,True,False,False
531,False,True,True,False,False,False
532,False,True,False,False,False,False
533,True,False,False,False,False,False
534,False,True,True,False,False,False
535,False,True,True,False,False,False
536,False,True,False,False,False,False
537,False,True,False,True,True,True
538,False,True,False,False,False,False
539,False,True,True,False,True,False
540,False,True,False,False,False,False
541,False,True,False,True,True,True
542,False,True,False,False,False,False
543,False,True,False,False,True,False
544,False,True,False,False,True,False
545,True,False,False,False,False,False
546,False,True,False,False,False,False
547,False,True,False,False,False,False
548,False,True,False,False,False,False
549,False,True,False,False,False,False
550,False,True,False,False,False,False
551,False,True,True,False,False,False
552,True,False,False,False,False,False
553,True,False,False,False,False,False
554,False,True,False,True,False,False
555,False,True,False,False,False,False
556,False,True,False,False,False,False
557,True,False,False,False,False,False
558,False,True,False,False,False,False
559,False,True,False,False,True,True
560,False,False,False,False,False,False
561,False,True,False,False,True,True
562,False,True,False,False,False,False
563,True,False,False,False,False,False
564,True,False,False,False,False,False
565,False,False,True,False,False,False
566,False,True,False,False,False,False
567,False,True,False,True,False,False
568,False,False,False,False,True,False
569,False,True,False,False,False,False
570,False,True,True,False,False,False
571,False,True,False,False,True,False
572,False,True,True,True,False,False
573,False,True,True,False,False,False
574,False,True,False,False,False,False
575,False,True,True,True,True,True
576,False,True,True,False,False,False
577,False,True,False,False,False,False
578,True,False,False,False,False,False
579,False,False,False,False,False,False
580,True,False,False,False,False,False
581,False,True,False,True,True,False
582,False,True,True,False,False,False
583,False,True,False,True,False,False
584,False,True,False,False,False,False
585,False,True,False,False,False,False
586,False,False,False,False,False,False
587,False,False,False,False,False,False
588,True,False,False,False,False,False
589,False,True,False,False,False,False
590,False,True,False,False,False,False
591,False,True,False,False,False,False
592,False,True,False,False,False,False
593,False,True,False,False,False,False
594,False,True,False,False,False,False
595,False,True,False,True,False,False
596,True,False,False,False,False,False
597,False,True,False,True,False,False
598,False,True,False,False,True,False
599,False,True,False,True,True,False
600,False,True,False,False,True,False
601,False,False,True,False,True,False
602,True,False,False,False,False,False
603,False,False,True,False,False,False
604,False,True,False,False,True,False
605,False,True,False,True,False,True
606,True,False,False,False,False,False
607,False,True,False,False,False,False
608,False,True,False,False,False,True
609,False,True,True,True,False,False
610,False,True,False,True,False,False
611,False,True,False,False,False,True
612,False,True,False,False,False,False
613,False,True,False,False,False,False
614,False,False,False,False,False,False
615,False,True,False,False,False,True
616,False,True,False,False,False,False
617,False,True,False,False,True,False
618,False,True,False,True,True,True
619,False,True,False,False,False,False
620,False,True,False,False,False,False
621,False,True,False,True,False,False
622,False,True,False,False,False,False
623,False,False,False,False,False,False
624,False,True,False,False,False,False
625,False,True,False,False,False,False
626,True,False,False,False,False,False
627,False,True,True,False,False,False
628,False,True,False,False,False,False
629,True,False,False,False,False,False
630,False,True,False,False,False,False
631,False,True,False,False,True,True
632,False,False,True,False,False,False
633,False,False,False,False,False,False
634,True,False,False,False,False,False
635,False,False,True,False,True,True
636,False,True,False,True,False,False
637,False,True,False,False,False,False
638,True,False,False,False,False,False
639,False,True,False,False,True,True
640,False,True,False,True,False,False
641,False,True,True,True,False,False
642,False,True,False,False,False,False
643,False,True,False,False,False,False
644,False,True,False,False,False,False
645,False,True,False,False,False,False
646,False,True,False,False,False,False
647,False,True,False,False,False,False
648,False,True,False,False,False,False
649,False,False,True,True,False,False
650,False,True,False,False,False,False
651,False,True,False,False,False,False
652,False,True,False,False,False,False
653,False,True,False,False,False,False
654,False,True,False,False,False,False
655,False,True,False,False,False,False
656,False,True,False,True,False,False
657,False,True,False,False,False,False
658,True,False,False,False,False,False
659,False,True,True,True,False,False
660,False,True,False,False,False,False
661,True,False,False,False,False,False
662,False,True,False,True,False,False
663,False,False,True,False,False,False
664,False,True,True,False,False,False
665,False,True,False,False,False,False
666,False,True,False,False,False,False
667,False,True,False,False,False,False
668,False,True,False,True,False,False
669,False,True,False,False,False,True
670,True,False,False,False,False,False
671,False,False,False,True,False,False
672,False,True,False,True,False,False
673,True,False,False,False,False,False
674,False,True,False,False,False,False
675,False,True,False,True,True,True
676,False,True,False,False,False,False
677,False,False,False,True,False,False
678,False,True,False,False,False,False
679,False,True,False,False,False,False
680,False,True,False,False,False,False
681,False,False,False,False,False,False
682,False,True,False,True,True,True
683,False,True,False,True,False,False
684,False,True,False,False,False,False
685,False,True,False,False,False,False
686,True,False,False,False,False,False
687,False,True,True,True,True,True
688,True,False,False,False,False,False
689,False,True,False,False,False,True
690,False,True,False,False,False,False
691,True,False,False,False,False,False
692,False,True,True,True,True,False
693,False,True,False,False,False,False
694,False,True,False,False,False,False
695,False,False,True,False,False,False
696,False,True,False,False,False,False
697,False,True,False,False,False,False
698,False,True,True,False,True,False
699,False,True,False,False,True,True
700,False,True,False,False,False,False
701,False,True,False,False,False,False
702,False,True,False,False,False,False
703,False,True,False,False,False,False
704,False,False,False,False,False,False
705,False,True,True,True,True,False
706,False,True,False,False,False,False
707,False,True,False,False,False,False
708,False,True,False,False,False,False
709,False,True,False,False,False,False
710,False,True,False,False,False,False
711,False,True,False,False,True,False
712,False,True,False,False,True,False
713,False,True,False,False,False,False
714,False,False,False,True,False,False
715,False,True,False,False,False,False
716,False,True,False,False,False,False
717,False,True,True,True,False,False
718,False,True,False,False,False,False
719,False,True,False,True,False,False
720,False,True,False,False,False,False
721,False,True,False,False,False,False
722,False,True,False,False,False,False
723,False,False,False,True,False,False
724,False,True,False,False,False,False
725,False,True,True,False,False,False
726,False,True,False,False,False,False
727,False,True,False,False,False,False
728,False,True,False,False,True,False
729,False,True,False,False,False,False
730,False,True,False,False,False,False
731,False,True,False,False,False,False
732,False,True,False,False,False,False
733,False,True,True,False,True,True
734,True,False,False,False,False,False
735,False,True,False,True,False,True
736,True,False,False,False,False,False
737,True,False,False,False,False,False
738,True,False,False,False,False,False
739,True,False,False,False,False,False
740,True,False,False,False,False,False
741,False,False,False,True,True,True
742,True,False,False,False,False,False
743,False,False,False,False,True,False
744,True,False,False,False,False,False
745,False,False,False,True,False,True
746,True,False,False,False,False,False
747,False,True,False,False,False,False
748,True,False,False,False,False,False
749,False,True,True,True,False,True
750,False,False,True,False,False,False
751,True,False,False,False,False,False
752,True,False,False,False,False,False
753,False,False,False,False,False,False
754,True,False,False,False,False,False
755,False,True,True,True,True,True
756,False,True,False,False,False,False
757,True,False,False,False,False,False
758,True,False,False,False,False,False
759,True,False,False,False,False,False
760,False,True,False,False,False,True
761,True,False,False,False,False,False
762,True,False,False,False,False,False
763,True,False,False,False,False,False
764,True,False,False,False,False,False
765,False,False,False,False,False,False
766,True,False,False,False,False,False
767,True,False,False,False,False,False
768,True,False,False,False,False,False
769,True,False,False,False,False,False
770,False,True,False,True,False,True
771,True,False,False,False,False,False
772,False,False,True,False,False,False
773,False,False,False,False,True,False
774,True,False,False,False,False,False
775,True,False,False,False,False,False
776,True,False,False,False,False,False
777,False,True,False,True,True,True
778,True,False,False,False,False,False
779,True,False,False,False,False,False
780,False,False,True,False,False,False
781,True,False,False,False,False,False
782,True,False,False,False,False,False
783,True,False,False,False,False,False
784,True,False,False,False,False,False
785,False,False,False,False,False,False
786,True,False,False,False,False,False
787,False,True,False,False,False,True
788,True,False,False,False,False,False
789,True,False,False,False,False,False
790,False,False,True,False,True,False
791,True,False,False,False,False,False
792,True,False,False,False,False,False
793,True,False,False,False,False,False
794,False,False,False,False,True,False
795,True,False,False,False,False,False
796,True,False,False,False,False,False
797,True,False,False,False,False,False
798,False,False,True,False,True,False
799,False,False,False,False,True,False
800,True,False,False,False,False,False
801,True,False,False,False,False,False
802,False,True,False,True,False,True
803,True,False,False,False,False,False
804,True,False,False,False,False,False
805,True,False,False,False,False,False
806,False,True,False,False,True,True
807,False,True,False,True,False,True
808,False,True,False,False,False,True
809,False,True,False,True,False,True
810,True,False,False,False,False,False
811,True,False,False,False,False,False
812,False,True,False,True,False,True
813,False,True,False,False,True,False
814,False,False,False,False,False,False
815,False,True,False,False,False,False
816,False,False,False,True,False,True
817,False,True,False,False,False,True
818,False,True,False,True,False,True
819,True,False,False,False,False,False
820,False,True,False,False,False,False
821,False,True,True,True,True,True
822,False,True,False,False,False,True
823,False,True,False,True,True,False
824,False,False,False,True,True,True
825,False,True,True,True,False,True
826,False,True,True,True,True,False
827,False,True,True,False,False,True
828,False,True,False,True,False,True
829,False,False,False,False,False,True
830,False,False,False,False,False,False
831,False,True,False,False,False,True
832,False,True,False,False,False,True
833,False,True,False,True,False,True
834,False,False,False,False,True,True
835,False,True,False,False,False,False
836,False,True,False,False,False,False
837,True,False,False,False,False,False
838,False,False,False,False,False,False
839,True,False,False,False,False,False
840,False,False,False,True,True,True
841,False,True,False,False,False,False
842,True,False,False,False,False,False
843,False,True,True,True,True,True
844,False,True,False,False,False,True
845,False,True,False,False,False,False
846,False,True,False,False,False,False
847,False,True,False,True,False,True
848,False,False,False,True,False,False
849,False,False,False,True,False,True
850,False,True,False,False,False,True
851,False,False,False,False,False,True
852,False,True,False,True,False,True
853,False,True,False,True,False,False
854,False,True,False,False,False,True
855,False,True,False,True,False,False
856,False,False,False,True,False,True
857,False,True,False,False,False,False
858,False,True,False,False,False,False
859,False,True,False,False,False,True
860,False,True,False,True,False,True
861,False,True,False,False,False,True
862,False,True,False,False,False,True
863,False,False,False,False,False,False
864,False,True,False,True,True,True
865,False,True,False,False,False,False
866,False,True,False,False,False,False
867,False,True,False,True,True,True
868,False,True,False,False,False,True
869,False,True,False,False,False,False
870,False,False,False,True,False,True
871,False,True,False,False,False,True
872,False,False,False,False,False,True
873,False,True,False,True,False,False
874,False,True,False,False,False,True
875,False,True,True,True,False,True
876,False,False,False,False,False,False
877,False,True,False,False,True,False
878,False,True,False,False,False,True
879,False,True,False,False,False,False
880,True,False,False,False,False,False
881,True,False,False,False,False,False
882,False,True,True,True,True,True
883,True,False,False,False,False,False
884,False,True,False,False,False,False
885,False,True,False,True,False,True
886,False,True,True,True,False,True
887,False,True,False,False,False,False
888,False,True,False,False,False,False
889,False,True,False,False,False,False
890,True,False,False,False,False,False
891,True,False,False,False,False,False
892,True,False,False,False,False,False
893,False,True,False,False,False,False
894,True,False,False,False,False,False
895,False,True,False,False,False,False
896,False,True,False,False,False,False
897,False,True,False,True,False,True
898,False,True,False,False,False,False
899,False,True,False,False,False,False
900,True,False,False,False,False,False
901,False,False,False,False,True,False
902,False,True,False,True,True,True
903,False,True,False,False,True,False
904,False,True,False,True,True,True
905,False,True,True,True,True,True
906,False,True,True,True,False,True
907,False,True,False,False,False,False
908,False,False,False,True,False,True
909,False,True,False,False,False,False
910,False,True,False,False,False,True
911,False,True,False,False,False,False
912,True,False,False,False,False,False
913,True,False,False,False,False,False
914,False,True,False,True,False,True
915,True,False,False,False,False,False
916,False,True,False,False,False,False
917,False,False,False,True,False,True
918,False,True,False,True,False,True
919,False,True,True,True,True,True
920,False,True,False,False,False,False
921,False,True,False,False,False,False
922,False,True,True,True,False,False
923,False,True,False,True,False,True
924,False,True,False,False,False,False
925,False,False,True,False,False,False
926,False,True,False,False,False,True
927,False,True,False,False,True,True
928,True,False,False,False,False,False
929,True,False,False,False,False,False
930,True,False,False,False,False,False
931,False,True,False,True,False,True
932,False,True,False,False,False,True
933,False,True,True,True,False,True
934,False,True,True,True,True,True
935,False,True,False,False,False,True
936,True,False,False,False,False,False
937,False,True,False,False,False,False
938,False,True,False,True,True,True
939,False,True,False,True,False,True
940,False,True,False,False,False,False
941,False,False,False,False,False,True
942,False,False,True,False,False,False
943,False,False,False,True,False,False
944,False,False,False,False,False,False
945,False,True,False,True,False,False
946,False,True,False,True,False,True
947,False,True,True,True,True,True
948,False,False,True,True,False,False
949,True,False,False,False,False,False
950,False,True,True,False,False,True
951,False,True,False,False,True,False
952,False,True,False,False,False,True
953,False,False,False,False,False,False
954,True,False,False,False,False,False
955,True,False,False,False,False,False
956,False,True,True,True,True,True
957,False,True,False,True,False,False
958,False,True,True,False,True,True
959,False,True,False,False,False,False
960,False,False,False,False,False,False
961,False,True,False,False,False,False
962,True,False,False,False,False,False
963,False,True,False,False,False,False
964,True,False,False,False,False,False
965,False,False,False,False,False,False
966,False,True,False,False,True,True
967,True,False,False,False,False,False
968,True,False,False,False,False,False
969,False,True,False,False,True,False
970,True,False,False,False,False,False
971,False,True,False,True,True,True
972,False,False,False,False,False,False
973,False,True,False,False,False,True
974,True,False,False,False,False,False
975,False,True,False,False,False,True
976,False,True,False,False,False,True
977,False,True,False,False,False,False
978,True,False,False,False,False,False
979,False,True,False,True,True,True
980,False,True,False,True,True,True
981,False,True,False,True,False,True
982,False,True,False,True,False,False
983,True,False,False,False,False,False
984,True,False,False,False,False,False
985,False,True,False,False,False,True
986,False,True,False,False,False,False
987,True,False,False,False,False,False
988,False,True,True,True,True,True
989,True,False,False,False,False,False
990,True,False,False,False,False,False
991,False,True,False,False,False,False
992,False,True,False,False,False,True
993,False,True,False,True,True,True
994,False,False,False,False,False,False
995,True,False,False,False,False,False
996,False,True,False,False,False,False
997,False,True,False,False,False,False
