,0,1,2,3
215,False,False,False,True
216,False,False,False,True
217,False,False,False,True
218,False,False,True,True
219,False,False,True,True
220,True,True,True,True
221,False,False,False,False
222,False,True,True,True
223,False,False,True,True
224,False,False,False,True
225,False,False,False,False
226,False,False,False,True
227,False,True,True,True
228,False,False,False,True
229,False,False,False,False
230,False,False,False,True
231,False,False,False,True
232,False,False,False,True
233,False,False,False,True
234,False,False,False,True
235,False,False,False,False
236,False,False,False,False
237,False,False,False,True
238,False,False,False,True
239,False,False,False,False
240,False,False,False,False
241,False,False,True,True
242,False,True,True,True
243,False,False,False,True
244,False,False,True,True
245,False,False,False,False
246,False,False,False,False
247,False,False,False,True
248,False,False,False,True
249,False,False,False,True
250,False,False,False,True
251,False,True,True,True
252,False,False,False,True
253,False,True,True,True
254,False,False,True,True
255,False,False,False,False
256,False,False,False,True
257,False,False,True,True
258,False,False,False,False
259,True,True,True,True
260,False,False,True,False
261,False,False,True,True
262,False,False,True,True
263,False,False,True,True
264,False,False,True,True
265,False,False,False,True
266,False,False,False,True
267,False,False,False,True
268,False,False,False,True
269,False,True,True,True
270,False,True,True,True
271,False,False,True,True
272,False,False,True,True
273,False,False,True,True
274,False,True,False,True
275,False,False,False,True
276,False,False,True,True
277,False,False,True,True
278,True,False,True,True
279,False,False,False,True
280,True,False,True,False
281,False,True,True,True
282,True,True,False,True
283,False,False,True,True
284,False,False,True,False
285,False,False,False,True
286,False,False,True,False
287,False,True,False,True
288,False,False,False,False
289,False,True,True,True
290,False,True,True,True
291,True,True,False,False
292,False,True,False,False
293,False,True,True,True
294,False,True,False,False
295,False,True,True,True
296,False,True,True,True
297,False,True,True,True
298,False,True,True,True
299,False,False,False,True
300,True,True,True,True
301,False,True,True,True
302,False,True,True,True
303,False,False,False,False
304,True,True,True,True
305,False,False,True,True
306,False,False,False,True
307,False,False,False,True
308,True,True,True,True
309,True,True,True,True
310,False,True,True,True
311,False,False,False,False
312,True,True,True,True
313,False,True,True,True
314,False,False,False,True
315,False,False,False,False
316,False,True,True,False
317,False,False,False,False
318,False,False,False,False
319,True,True,True,True
320,False,False,False,False
321,False,False,False,True
322,False,False,False,False
323,True,True,True,True
324,False,False,False,True
325,False,True,True,True
326,False,False,False,False
327,True,False,False,True
328,False,False,False,False
329,False,False,False,True
330,False,True,True,True
331,False,True,False,False
332,False,False,False,False
333,False,True,True,True
334,False,False,False,False
335,False,True,False,False
336,False,False,False,True
337,False,False,False,False
338,False,True,True,True
339,False,True,False,True
340,True,True,False,True
341,False,False,False,False
342,False,False,False,True
343,False,False,False,False
344,False,False,False,False
345,False,True,False,True
346,False,True,True,False
347,True,True,True,True
348,True,True,True,True
349,False,False,False,False
350,False,True,False,False
351,False,False,False,False
352,False,True,False,True
353,True,True,True,True
354,True,True,True,True
355,True,True,True,True
356,False,False,False,False
357,False,False,False,False
358,False,False,False,False
359,False,False,False,True
360,False,False,False,False
361,True,True,True,True
362,True,True,True,True
363,False,True,True,True
364,False,True,True,False
365,True,True,True,True
366,False,False,False,False
367,False,True,True,False
368,False,False,False,False
369,False,False,False,False
370,True,True,True,True
371,False,True,True,True
372,False,False,True,False
373,False,False,True,False
374,True,True,True,True
375,False,False,False,True
376,False,True,False,False
377,True,True,True,True
378,False,False,False,False
379,False,True,True,True
380,False,True,False,True
381,True,True,True,True
382,False,False,False,True
383,False,True,True,True
384,False,False,False,False
385,False,False,False,False
386,True,True,True,True
387,False,True,False,True
388,False,False,False,False
389,False,False,False,False
390,False,False,True,False
391,False,False,False,False
392,False,True,False,False
393,False,False,False,False
394,True,True,True,True
395,False,False,False,True
396,False,True,False,True
397,True,True,True,True
398,False,False,False,False
399,True,True,True,True
400,False,True,False,True
401,False,False,False,True
402,True,True,True,False
403,False,False,False,False
404,False,True,True,True
405,False,True,False,True
406,False,False,False,False
407,True,True,False,True
408,True,True,True,True
409,False,True,True,True
410,False,False,False,False
411,False,True,False,False
412,False,True,True,True
413,False,False,True,False
414,False,False,False,False
415,False,True,False,False
416,False,True,True,True
417,True,True,True,True
418,True,True,True,True
419,False,True,False,False
420,False,True,True,True
421,False,True,True,True
422,False,True,True,True
423,False,False,False,False
424,True,True,True,True
425,True,True,True,True
426,True,True,True,True
427,False,False,False,True
428,False,False,False,False
429,False,True,True,True
430,False,False,False,False
431,False,True,True,False
432,False,True,True,True
433,False,False,False,True
434,False,False,False,False
435,False,False,False,False
436,False,False,False,False
437,False,True,True,True
438,False,False,False,True
439,True,True,True,True
440,False,False,False,False
441,False,False,False,True
442,False,False,False,False
443,False,False,True,True
444,False,False,True,True
445,False,False,True,True
446,False,False,False,True
447,False,False,False,False
448,False,False,False,False
449,False,False,False,True
450,False,False,True,True
451,False,False,False,False
452,False,True,False,True
453,True,False,True,False
454,False,False,False,False
455,False,False,False,False
456,False,False,False,False
457,False,False,True,True
458,False,False,False,False
459,False,False,True,False
460,False,False,False,False
461,False,False,False,False
462,False,False,False,False
463,False,True,False,True
464,False,False,False,False
465,False,False,True,True
466,False,False,True,True
467,False,False,False,False
468,False,False,False,False
469,False,False,True,True
470,False,True,True,True
471,False,False,True,True
472,False,False,False,False
473,False,False,True,False
474,False,False,False,True
475,False,False,False,False
476,False,False,False,False
477,False,False,False,False
478,False,False,False,True
479,False,False,False,True
480,False,False,False,False
481,False,False,False,True
482,False,False,False,True
483,False,False,False,True
484,False,False,False,False
485,False,False,True,True
486,False,False,False,False
487,False,False,True,True
488,False,True,False,True
489,False,False,False,False
490,False,False,True,True
491,False,False,False,True
492,False,False,True,False
493,False,False,False,False
494,False,False,False,True
495,False,False,False,True
496,False,False,True,True
497,False,False,True,True
498,False,False,True,False
499,False,False,True,True
500,False,False,True,False
501,False,False,False,False
502,False,False,False,False
503,False,False,False,False
504,False,False,False,True
505,False,False,False,False
506,False,True,True,False
507,False,False,False,False
508,False,True,True,True
509,False,False,False,True
510,False,False,False,False
511,False,False,True,True
512,True,True,False,True
513,False,False,True,False
514,False,False,False,False
515,False,False,False,True
516,False,False,False,False
517,False,False,False,True
518,False,False,False,True
519,False,False,False,True
520,False,False,False,True
521,False,False,False,True
522,False,False,False,False
523,False,False,False,True
524,False,False,False,True
525,False,False,False,False
526,False,False,True,False
527,False,False,False,True
528,False,False,False,False
529,False,False,True,True
530,False,False,False,True
531,False,False,False,True
532,False,False,False,False
533,False,False,False,False
534,False,False,False,True
535,False,False,False,False
536,False,False,False,True
537,True,True,True,True
538,False,False,False,True
539,False,False,True,True
540,False,False,False,False
541,False,True,True,True
542,False,False,False,False
543,False,False,False,True
544,False,True,True,True
545,False,False,False,False
546,False,False,False,False
547,False,False,False,False
548,False,False,False,False
549,False,False,False,True
550,False,True,True,True
551,False,False,False,True
552,False,False,False,False
553,False,False,False,False
554,False,False,False,True
555,False,False,False,True
556,False,False,False,True
557,False,False,False,False
558,False,False,False,True
559,False,False,False,True
560,False,True,True,True
561,False,False,False,True
562,False,False,False,True
563,False,False,False,False
564,False,False,False,False
565,False,False,False,False
566,False,False,False,True
567,False,False,True,False
568,False,False,False,True
569,False,False,False,False
570,False,False,False,False
571,False,True,True,True
572,False,False,False,True
573,False,True,True,True
574,False,False,False,False
575,True,True,True,True
576,False,False,False,True
577,False,False,False,False
578,False,False,False,False
579,False,True,False,True
580,False,False,False,False
581,False,False,False,False
582,False,True,True,False
583,True,True,True,True
584,False,False,False,True
585,False,False,False,False
586,False,True,True,True
587,False,True,True,False
588,False,False,False,False
589,False,False,False,False
590,False,True,True,False
591,False,False,True,False
592,False,False,False,False
593,False,False,False,False
594,False,False,False,False
595,False,True,False,True
596,False,False,False,False
597,False,False,True,False
598,False,False,False,True
599,False,False,True,True
600,False,False,True,True
601,False,False,False,True
602,False,False,False,False
603,False,False,False,False
604,False,False,True,True
605,False,False,True,False
606,False,False,False,False
607,False,False,False,False
608,False,False,False,False
609,True,False,True,True
610,False,False,True,True
611,False,False,False,False
612,False,False,False,True
613,True,False,False,True
614,False,False,True,True
615,False,False,False,False
616,False,False,False,True
617,True,True,False,True
618,True,True,True,True
619,False,False,False,False
620,False,False,False,False
621,False,False,False,False
622,False,False,True,True
623,False,False,False,True
624,False,False,False,False
625,False,True,True,False
626,False,False,False,False
627,False,True,True,True
628,False,False,False,True
629,False,False,False,False
630,False,False,False,False
631,False,False,True,True
632,False,False,False,True
633,False,False,False,True
634,False,False,False,False
635,False,False,False,True
636,False,False,True,False
637,False,False,False,True
638,False,False,False,False
639,False,False,True,False
640,False,False,False,True
641,True,True,True,False
642,False,False,False,True
643,False,False,True,False
644,False,False,False,False
645,False,False,True,False
646,False,False,False,True
647,False,False,False,True
648,False,False,False,True
649,False,False,False,False
650,False,False,False,False
651,False,False,False,False
652,False,False,False,False
653,False,True,True,True
654,False,False,False,False
655,False,False,False,False
656,False,False,True,True
657,False,False,False,False
658,False,False,False,False
659,False,False,False,True
660,False,False,False,False
661,False,False,False,False
662,False,False,True,True
663,False,False,False,True
664,False,False,False,False
665,False,False,False,False
666,False,False,False,False
667,False,True,True,True
668,False,False,True,True
669,False,False,True,True
670,False,False,False,False
671,False,False,True,False
672,False,False,True,True
673,False,False,False,False
674,True,True,True,True
675,False,False,True,True
676,False,False,True,True
677,False,False,False,True
678,False,False,True,True
679,False,False,True,False
680,False,False,False,True
681,False,False,False,True
682,True,True,True,True
683,False,False,False,True
684,False,False,True,False
685,False,False,False,False
686,False,False,False,False
687,False,True,False,True
688,False,False,False,False
689,False,False,False,True
690,False,False,False,True
691,False,False,False,False
692,False,False,False,True
693,False,False,False,False
694,False,False,False,False
695,False,False,False,True
696,False,False,False,False
697,False,False,False,False
698,False,False,False,True
699,True,True,True,True
700,False,True,False,False
701,True,True,False,True
702,False,False,False,True
703,False,False,False,False
704,False,True,False,True
705,False,False,True,True
706,False,False,False,False
707,False,False,False,False
708,False,False,False,True
709,False,False,False,False
710,False,False,False,False
711,False,False,False,True
712,False,False,True,True
713,False,False,False,True
714,False,False,False,True
715,False,False,False,True
716,False,False,False,False
717,False,False,True,False
718,False,False,False,False
719,False,False,False,False
720,False,False,True,False
721,False,False,True,False
722,False,False,False,True
723,False,False,False,False
724,False,False,False,False
725,False,False,False,True
726,True,False,False,True
727,False,False,False,False
728,False,False,False,True
729,False,False,False,True
730,False,False,True,True
731,False,True,False,False
732,False,False,False,False
733,False,True,True,True
734,False,False,False,False
735,False,True,False,True
736,False,False,False,False
737,False,False,False,False
738,False,False,False,False
739,False,False,False,False
740,False,False,False,False
741,True,True,True,True
742,False,False,False,False
743,False,False,False,False
744,False,False,False,False
745,True,True,False,True
746,False,False,False,False
747,False,False,False,False
748,False,False,False,False
749,False,False,False,True
750,False,False,False,True
751,False,False,False,False
752,False,False,False,False
753,False,False,False,True
754,False,False,False,False
755,True,True,True,True
756,False,False,False,False
757,False,False,False,False
758,False,False,False,False
759,False,False,False,False
760,False,False,False,False
761,False,False,False,False
762,False,False,False,False
763,False,False,False,False
764,False,False,False,False
765,False,False,False,True
766,False,False,False,False
767,False,False,False,False
768,False,False,False,False
769,False,False,False,False
770,True,True,False,True
771,False,False,False,False
772,False,False,False,True
773,False,False,False,False
774,False,False,False,False
775,False,False,False,False
776,False,False,False,False
777,True,True,True,True
778,False,False,False,False
779,False,False,False,False
780,False,False,False,True
781,False,False,False,False
782,False,False,False,False
783,False,False,False,False
784,False,False,False,False
785,False,False,True,True
786,False,False,False,False
787,False,False,False,False
788,False,False,False,False
789,False,False,False,False
790,False,False,False,False
791,False,False,False,False
792,False,False,False,False
793,False,False,False,False
794,False,False,False,False
795,False,False,False,False
796,False,False,False,False
797,False,False,False,False
798,False,False,True,True
799,False,False,False,True
800,False,False,False,False
801,False,False,False,False
802,False,False,False,True
803,False,False,False,False
804,False,False,False,False
805,False,False,False,False
806,False,True,False,True
807,True,False,True,True
808,False,False,False,True
809,False,False,True,False
810,False,False,False,False
811,False,False,False,False
812,False,False,False,True
813,False,True,True,True
814,False,False,False,True
815,False,False,False,False
816,False,True,True,True
817,False,False,False,False
818,False,True,True,True
819,False,False,False,False
820,False,False,False,False
821,False,True,True,True
822,False,True,True,True
823,False,False,False,True
824,True,True,True,True
825,False,True,True,True
826,False,True,True,True
827,False,False,False,True
828,False,True,True,True
829,False,False,False,True
830,False,False,False,True
831,True,True,False,True
832,False,False,False,True
833,False,True,False,False
834,True,True,True,True
835,False,False,False,False
836,False,False,False,True
837,False,False,False,False
838,False,False,False,True
839,False,False,False,False
840,True,True,True,True
841,True,True,False,False
842,False,False,False,False
843,True,True,True,True
844,False,True,True,False
845,False,False,False,True
846,False,False,False,False
847,False,True,True,True
848,False,True,False,True
849,False,True,True,True
850,False,False,True,True
851,False,False,True,False
852,True,True,False,False
853,False,False,False,True
854,False,False,True,False
855,False,False,False,True
856,False,True,True,True
857,False,False,False,False
858,False,False,False,False
859,False,False,False,False
860,False,True,True,True
861,False,False,False,False
862,False,False,True,True
863,False,False,False,True
864,False,True,True,True
865,False,False,True,False
866,False,False,True,True
867,True,True,True,True
868,False,True,True,True
869,False,False,True,True
870,True,True,True,True
871,False,False,False,False
872,False,False,False,True
873,False,False,False,False
874,False,False,True,True
875,False,True,True,True
876,False,False,True,False
877,False,False,False,True
878,False,False,True,False
879,False,False,False,False
880,False,False,False,False
881,False,False,False,False
882,False,False,True,True
883,False,False,False,False
884,False,False,False,True
885,True,True,True,True
886,False,True,True,True
887,False,False,True,False
888,False,True,False,False
889,False,False,False,False
890,False,False,False,False
891,False,False,False,False
892,False,False,False,False
893,False,False,False,False
894,False,False,False,False
895,False,False,False,False
896,False,False,True,False
897,False,False,False,False
898,False,False,False,False
899,False,False,False,False
900,False,False,False,False
901,False,False,False,False
902,False,False,True,True
903,False,False,False,False
904,False,True,True,True
905,False,True,True,True
906,False,True,True,True
907,False,False,True,True
908,False,False,True,True
909,False,False,False,True
910,False,False,True,True
911,False,True,True,True
912,False,False,False,False
913,False,False,False,False
914,False,True,True,True
915,False,False,False,False
916,False,False,False,False
917,False,True,False,True
918,False,False,False,False
919,True,True,True,True
920,False,False,True,True
921,True,True,False,True
922,False,False,False,True
923,False,True,True,True
924,False,True,True,True
925,False,False,False,True
926,True,False,True,True
927,False,False,False,True
928,False,False,False,False
929,False,False,False,False
930,False,False,False,False
931,False,True,True,False
932,False,True,False,False
933,True,True,True,True
934,True,True,True,True
935,False,False,True,True
936,False,False,False,False
937,False,False,False,False
938,True,True,True,True
939,False,False,True,True
940,False,True,True,True
941,False,False,False,False
942,False,True,True,False
943,False,True,False,True
944,False,False,False,True
945,False,False,False,False
946,False,True,True,True
947,True,True,True,True
948,True,True,True,True
949,False,False,False,False
950,False,True,True,True
951,False,False,False,True
952,False,False,True,True
953,False,False,False,True
954,False,False,False,False
955,False,False,False,False
956,True,True,True,True
957,False,False,False,True
958,True,True,True,True
959,False,False,False,True
960,False,False,False,True
961,False,False,False,True
962,False,False,False,False
963,False,False,False,False
964,False,False,False,False
965,False,False,False,True
966,False,False,True,True
967,False,False,False,False
968,False,False,False,False
969,False,False,False,True
970,False,False,False,False
971,False,False,True,True
972,False,False,True,False
973,False,False,False,True
974,False,False,False,False
975,False,False,False,False
976,False,True,False,True
977,False,False,True,True
978,False,False,False,False
979,True,True,True,True
980,False,True,True,True
981,False,True,True,True
982,False,False,True,True
983,False,False,False,False
984,False,False,False,False
985,False,True,True,True
986,False,False,False,False
987,False,False,False,False
988,False,True,True,True
989,False,False,False,False
990,False,False,False,False
991,False,False,False,True
992,True,True,True,True
993,True,True,True,True
994,False,True,False,False
995,False,False,False,False
996,False,False,False,False
997,False,False,False,True
998,False,False,False,True
999,False,False,False,False
1000,False,False,False,False
1001,False,True,False,False
1002,False,False,False,False
1003,False,True,False,True
1004,False,False,False,False
1005,False,False,False,False
1006,False,True,False,True
1007,False,True,True,False
1008,False,True,True,True
1009,False,False,True,True
1010,False,False,False,False
1011,False,False,False,False
1012,True,True,True,True
1013,False,False,True,False
1014,False,False,False,False
1015,False,False,False,False
1016,False,True,False,True
1017,False,True,True,True
1018,False,False,False,False
1019,False,True,False,True
1020,False,True,True,False
1021,False,False,True,True
1022,False,False,False,False
1023,False,False,False,False
1024,False,False,False,True
1025,False,False,True,False
1026,False,True,False,True
1027,False,False,False,True
1028,False,False,True,True
1029,True,False,True,True
1030,False,False,False,False
1031,False,False,False,False
1032,True,True,True,True
1033,False,False,False,True
1034,False,False,True,False
1035,True,True,True,False
1036,False,False,False,False
1037,True,True,True,True
1038,False,False,False,False
1039,True,True,True,True
1040,False,True,True,True
1041,False,False,False,False
1042,False,False,False,False
1043,False,False,False,True
1044,True,True,True,True
1045,False,False,False,True
1046,True,True,True,True
1047,False,False,False,True
1048,False,True,True,True
1049,False,False,True,True
1050,False,False,True,True
1051,False,False,False,True
1052,False,False,False,True
1053,False,False,True,True
1054,False,True,True,True
1055,False,False,False,False
1056,False,True,True,True
1057,False,False,False,True
1058,False,False,False,False
1059,False,False,False,False
1060,True,True,True,True
1061,False,False,True,True
1062,False,False,False,True
1063,True,False,False,True
1064,False,False,False,True
1065,False,False,False,False
1066,False,True,True,True
1067,False,False,False,False
1068,False,True,True,False
1069,False,False,False,False
1070,False,False,False,True
1071,False,False,False,True
1072,False,False,False,True
1073,False,False,True,True
1074,False,False,False,False
1075,False,False,False,False
1076,False,False,True,True
1077,False,False,False,True
1078,False,True,False,True
1079,False,False,True,True
1080,False,True,True,True
1081,False,False,False,False
1082,False,False,True,False
1083,False,True,True,False
1084,False,True,True,True
1085,False,False,False,True
1086,False,True,False,False
1087,False,False,False,False
1088,False,False,True,True
1089,True,True,True,True
1090,True,True,True,True
1091,False,False,True,True
1092,True,True,True,True
1093,False,False,True,True
1094,False,False,False,False
1095,False,False,False,False
1096,False,True,True,True
1097,False,True,False,True
1098,False,False,True,True
1099,False,False,False,True
1100,False,False,False,True
1101,False,True,True,True
1102,False,False,False,False
1103,False,True,False,True
1104,True,True,False,True
1105,True,True,False,True
1106,False,False,False,True
1107,False,False,False,True
1108,False,False,True,True
1109,False,False,False,False
1110,False,True,False,True
1111,False,False,False,False
1112,False,False,False,True
1113,False,False,False,False
1114,False,False,False,True
1115,True,True,True,True
1116,True,True,True,True
1117,False,False,False,True
1118,False,True,False,False
1119,False,False,False,True
1120,False,False,False,False
1121,False,True,True,False
1122,True,True,True,True
1123,False,False,False,True
1124,True,True,True,True
1125,False,False,False,False
1126,False,True,True,True
1127,False,False,False,False
1128,False,False,False,False
1129,False,True,True,True
1130,False,False,False,False
1131,False,False,True,True
1132,True,True,True,True
1133,False,False,True,True
1134,False,False,False,True
1135,False,False,True,False
1136,False,False,False,True
1137,False,True,True,True
1138,False,False,False,False
1139,False,False,False,False
1140,False,True,True,True
1141,False,True,True,True
1142,False,False,False,False
1143,False,True,True,True
1144,False,True,False,True
1145,False,True,True,True
1146,False,False,False,True
1147,False,True,False,True
1148,True,True,True,True
1149,False,True,False,True
1150,False,False,True,True
1151,False,False,False,False
1152,False,False,False,True
1153,False,False,False,False
1154,False,True,True,True
1155,False,True,False,True
1156,False,False,True,False
1157,False,False,True,False
1158,False,False,True,False
1159,False,False,False,False
1160,False,True,False,False
1161,False,True,True,True
1162,False,True,True,True
1163,False,False,False,False
1164,False,True,False,True
1165,False,True,True,True
1166,False,False,False,True
1167,False,False,False,False
1168,False,False,False,True
1169,False,False,False,True
1170,False,False,True,False
1171,False,False,True,True
1172,False,False,True,False
1173,False,False,True,True
1174,False,False,False,True
1175,False,False,False,False
1176,False,False,False,True
1177,False,False,False,False
1178,False,True,False,True
1179,False,False,False,False
1180,False,False,False,False
1181,False,False,False,False
1182,False,False,False,False
1183,False,False,False,False
1184,True,True,True,True
1185,True,False,True,True
1186,False,False,True,True
1187,False,False,False,False
1188,False,True,True,True
1189,False,False,False,True
1190,False,True,False,True
1191,False,True,True,True
1192,False,True,True,True
1193,False,True,True,True
1194,False,False,False,False
1195,True,True,True,True
1196,False,True,False,True
1197,False,False,False,False
1198,False,False,False,False
1199,False,False,False,False
1200,False,False,False,True
1201,True,False,True,True
1202,False,False,False,False
1203,False,False,False,False
1204,False,False,False,False
1205,False,False,False,False
1206,True,True,True,True
1207,True,True,True,True
1208,True,True,True,True
1209,False,False,True,True
1210,False,False,False,False
1211,False,True,False,True
1212,False,True,True,True
1213,False,False,False,False
1214,False,False,True,False
1215,False,True,True,False
1216,False,False,True,True
1217,False,True,False,True
1218,True,True,True,True
1219,False,True,True,True
1220,False,False,False,True
1221,False,False,True,True
1222,False,False,True,False
1223,False,True,True,True
1224,False,True,True,False
1225,False,True,True,True
1226,False,False,False,False
1227,False,False,False,False
1228,False,True,True,True
1229,False,False,False,False
1230,False,False,True,True
1231,False,False,False,False
1232,True,True,True,True
1233,False,False,True,False
1234,False,False,False,True
1235,False,False,False,False
1236,True,True,True,True
1237,False,True,True,True
1238,True,True,False,True
1239,False,True,True,False
1240,False,False,False,False
1241,False,False,True,True
1242,False,False,False,False
1243,False,False,True,True
1244,False,False,True,False
1245,False,True,False,True
1246,False,False,True,True
1247,False,False,False,False
1248,False,True,True,True
1249,False,True,False,True
1250,False,False,False,False
1251,False,False,True,True
1252,False,False,False,True
1253,False,False,False,True
1254,False,False,True,True
1255,False,False,False,False
1256,False,False,False,False
1257,False,False,False,True
1258,True,True,True,True
1259,False,False,False,False
1260,False,True,True,True
1261,False,False,False,True
1262,False,True,True,True
1263,False,False,False,False
1264,False,False,False,False
1265,False,False,True,True
1266,False,True,False,False
1267,True,True,True,True
1268,False,False,True,True
1269,False,False,False,False
1270,False,False,True,True
1271,False,False,False,True
1272,True,True,True,True
1273,False,True,True,True
1274,False,False,False,False
1275,False,False,False,False
1276,False,True,False,True
1277,False,False,False,False
1278,False,False,False,True
1279,False,False,True,True
1280,False,False,False,True
1281,False,True,True,True
1282,False,False,False,True
1283,True,False,True,True
1284,False,False,False,False
1285,False,False,False,True
1286,False,True,True,True
1287,False,True,True,True
1288,False,False,False,True
1289,False,False,True,True
1290,False,True,True,True
1291,False,True,False,True
1292,False,True,True,True
1293,False,False,True,True
1294,False,False,True,False
1295,False,False,True,True
1296,False,False,True,False
1297,False,False,False,False
1298,False,True,False,False
1299,False,False,False,True
1300,False,False,False,True
1301,False,False,True,True
1302,False,True,True,True
1303,False,False,True,True
1304,True,True,True,True
1305,False,False,False,False
1306,False,True,True,True
1307,False,True,False,True
1308,False,True,True,True
1309,False,False,False,False
1310,False,True,True,True
1311,False,True,False,True
1312,False,False,True,False
1313,False,True,True,True
1314,False,False,True,False
1315,False,False,True,True
1316,False,False,False,True
1317,False,False,False,False
1318,False,False,False,False
1319,True,False,True,True
1320,False,False,False,False
1321,False,True,True,True
1322,False,False,True,True
1323,False,False,False,False
1324,False,True,True,True
1325,False,False,False,False
1326,False,False,True,True
1327,False,False,True,True
1328,False,False,False,True
1329,False,True,False,False
1330,False,False,False,True
1331,False,False,False,False
1332,False,False,True,True
1333,False,False,False,True
1334,False,False,True,False
1335,False,False,False,False
1336,True,True,True,True
1337,False,False,False,False
1338,False,False,False,False
1339,True,True,True,True
1340,False,True,True,True
1341,False,True,True,True
1342,False,True,True,True
1343,False,False,True,False
1344,False,False,False,True
1345,False,False,False,True
1346,True,True,True,True
1347,True,False,True,True
1348,False,True,False,True
1349,True,True,True,True
1350,True,True,True,True
1351,True,True,True,True
1352,False,False,False,True
1353,False,False,False,True
1354,False,False,False,False
1355,False,False,False,True
1356,False,False,False,False
1357,False,False,True,True
1358,False,True,True,False
1359,False,False,False,True
1360,True,False,True,True
1361,False,False,False,True
